"pcl"; "eng"
"*si-l-e/o-"; "drip, flow"
"*sīlo-"; "seed"
"*sīmo-"; "chain"
"*sīnā-"; "weather"
"*sindā-"; "river"
"*sindo-"; "this"
"*sindo-/*-ā-"; "article"
"*sindo-de"; "that"
"*sindV kowokantV"; "completely"
"*sī-n-e/o-"; "stretch (out)"
"*sīnu-/-o-"; "chain"
"*sīr-axt-āko-"; "longing"
"*sīr-axto-"; "longing"
"*sīro-"; "long"
"*sī-samo-"; "longest"
"*si-sī"; "she (with emphasis)"
"*siskʷo-"; "dry"
"*sista-"; "stand"
"*siti-"; "long"
"*sī-tlo-"; "sieve"
"*sitro-"; "strong"
"*sjo-"; "dem pronoun"
"*sk(ʷ)albā-"; "gap, cleft"
"*skalbā-"; "gap, cleft"
"*skʷalbā-"; "gap, cleft"
"*sk(ʷ)īto-"; "tired"
"*skīto-"; "tired"
"*skʷīto-"; "tired"
"*skabno-"; "terrace"
"*skak-"; "jump"
"*skal-e/o-"; "scatter"
"*skālǐ-, *skalī-"; "shadow"
"*skālǐ-"; "shadow"
"*skalī-"; "shadow"
"*skālǐ-"; "shadow"
"*skalī-"; "shadow"
"*skamano-"; "light"
"*skand-rā-je/o-"; "split"
"*skanto-"; "scale"
"*skanto-"; "*cut"
"*sken-tr-"; "*cut"
"*skar-e/o-"; "separate"
"*skanto-"; "separate"
"*skart-āje/o-"; "detach"
"*skarto-"; "separation"
"*skat-e/o-"; "make lame"
"*skāto-"; "shadow"
"*ske(i)-je/o-"; "cut"
"*ske-je/o-"; "cut"
"*skei-je/o-"; "cut"
"*skeimā-"; "beauty"
"*skeito-"; "shield"
"*skeito-, *skeitā-"; "shoulderblade"
"*skeito-"; "shoulderblade"
"*skeitā-"; "shoulderblade"
"*skeito-"; "shoulderblade"
"*skeitā-"; "shoulderblade"
"*skerd-e/o-"; "scratch off"
"*skījeno-"; "knife"
"*skol-ā-"; "gap, cleft"
"*skorā-"; "enclosure"
"*skotto-"; "leader"
"*skrībb-"; "scratch"
"*skri-t-"; "shiver"
"*skrits-e/o-"; "cut"
"*skrizdā-"; "cry"
"*skrou-to-"; "skeleton"
"*skut-ā-"; "cut"
"*skʷarno-, *skʷarnī-"; "sting"
"*skʷarno-"; "sting"
"*skʷarnī-"; "sting"
"*skʷarno-"; "sting"
"*skʷarnī-"; "sting"
"*skʷend-e/o-"; "jump"
"*skʷerto-, *kʷarto-"; "part"
"*skʷerto-"; "part"
"*kʷarto-"; "part"
"*skʷerto-"; "part"
"*kʷarto-"; "part"
"*skʷetī-"; "vomit"
"*skʷetlo-"; "story"
"*skʷijat-"; "hawthorn"
"*skʷolt-"; "split"
"*slad-et-īk-axtā-"; "slaughter"
"*slagsmā-"; "flake"
"*slakk-"; "sword"
"*slā-no-"; "healthy"
"*slattā-"; "rod"
"*slawjo-"; "eel"
"*sleibos-"; "mountain"
"*sleid-, sli-n-d-"; "slide"
"*sleid-"; "slide"
"sli-n-d-"; "slide"
"*sleid-"; "slide"
"sli-n-d-"; "slide"
"*slektu-"; "sex"
"*slibno- / *slimno-"; "slippery"
"*slibno-"; "slippery"
"*slimno-"; "slippery"
"*slibno-"; "slippery"
"*slimno-"; "slippery"
"*slibro-"; "polish"
"*slib-sm-āje/o-"; "whet"
"*slib-sm-sag-e/o-"; "sharpen"
"*slig-e/o-"; "smear"
"*slig-e/o-"; "strike"
"*slikʷ-e/o-"; "crawl"
"*slimnije/o-"; "smoothe, flatten"
"*slixtu-"; "track, section"
"*sliφsmo-"; "sharp"
"*sloiddV-"; "raft"
"*sloug-eto-"; "host"
"*slougo-"; "army"
"*slukk-e/o-"; "gulp"
"*smalo-"; "dirt"
"*-sme"; "me"
"*smekā-"; "chin"
"*smer-"; "glitter"
"*smeru-"; "fat"
"*smijaro-"; "berries"
"*smoudn-je/o-"; "think"
"*smoul-ā-"; "fire, ashes"
"*snā-(j)e/o-"; "swim"
"*snā-e/o-"; "swim"
"*snā-je/o-"; "swim"
"*snād-"; "protect"
"*snadamo-"; "knot"
"*snad-e/o-"; "carve"
"*snāmu-"; "swim"
"*snātanto-, *snātejā-"; "needle"
"*snātanto-"; "needle"
"*snātejā-"; "needle"
"*snātanto-"; "needle"
"*snātejā-"; "needle"
"*snātjo-"; "thread"
"*snā-to-"; "thread"
"*snāw-ā-"; "stream"
"*snig-e/o-"; "drip"
"*snigʷ-"; "snow"
"*snije/o-"; "spin, braid"
"*snīmā-"; "spinning"
"*snoudo-"; "dripping"
"*sodjā-, *soidjā-"; "soot"
"*sodjā-"; "soot"
"*soidjā-"; "soot"
"*sodjā-"; "soot"
"*soidjā-"; "soot"
"*sod-jo-m"; "seat"
"*sogno- , *segno-"; "net"
"*sogno-"; "net"
"*segno-"; "net"
"*sogno- "; "net"
"*segno-"; "net"
"*soimeno-"; "cream"
"*soit-ālo-"; "wizard"
"*soito-"; "magic"
"*sokʷi-"; "resin"
"*sollo-"; "all"
"*somo-"; "same"
"*sondo-"; "here; this"
"*Sor-ā-"; "river name"
"*sor-o-"; "louse"
"*sou"; "thus"
"*sou-(no-)"; "dem pronoun"
"*sou-"; "dem pronoun"
"*sou-no-"; "dem pronoun"
"*sow-je/o-"; "turn"
"*sraw-ā-"; "stream"
"*Sraw-o-dubro-"; "personal name (*flowing water)"
"*sredV-"; "stream"
"*sritā-"; "row, series"
"*srīwā-"; "face"
"*sroknā-"; "nose"
"*srousman-"; "stream"
"*srubu- / *srubi-"; "snout"
"*srubu-"; "snout"
"*srubi-"; "snout"
"*srubu-"; "snout"
"*srubi-"; "snout"
"*srutu-"; "river"
"*stā-(j)e/o-"; "stand"
"*stā-e/o-"; "stand"
"*stā-je/o-"; "stand"
"*stabā-"; "pillar"
"*stagno-"; "tin"
"*stagro-"; "water, river"
"*stalto-"; "urine"
"*stam-"; "stand"
"*staman-"; "mouth"
"*stamn-īkā-"; "gullet"
"*sta-ne/o-"; "stand"
"*stan-je/o-"; "groan"
"*starno-"; "causeway"
"*stā-tā-"; "sheaves"
"*stebulo-"; "walking"
"*ster-"; "star"
"*ster-n-a-"; "spread"
"*sterto-"; "stiff"
"*ster-wā-"; "theft"
"*stilnā-"; "eye"
"*stiln-ā(je/o)-"; "see"
"*stiln-ā-"; "see"
"*stiln-āje/o-"; "see"
"*stlatto-"; "robbing"
"*stlisti-"; "side"
"*stlund-je/o-"; "speak"
"*stlundo-"; "name"
"*stono-"; "groan"
"*stoukki-"; "point"
"*stoummā-"; "bend"
"*stratu-"; "plain"
"*strenganjo-"; "umbilical cord"
"*strow-e/o-"; "strew"
"*struti-"; "old"
"*su-"; "good"
"*su-"; "pig"
"*su-(φ)labri-"; "eloquent"
"*su-labri-"; "eloquent"
"*su-φlabri-"; "eloquent"
"*su-b-ī-"; "strawberries"
"*sūd-"; "soot"
"*su-garo-"; "very happy"
"*sūg-e/o-"; "suck"
"*su-gnātso-"; "good manners"
"*sūgo-"; "juice"
"*su-kar-o-"; "dear"
"*su-kati-"; "warlike"
"*su-keto-"; "generous"
"*sukko-wo-gaiso-"; "boar-spear"
"*sukku- (< *suφku-)"; "pig"
"*sukku- "; "pig"
"*sukku- < *suφku-"; "pig"
"*su-koro-"; "benefit"
"*su-kʷritu-"; "beautiful"
"*sulo-widā-"; "matter"
"*su-nerti-"; "strong"
"*sunno-"; "shining"
"*su-oφ-smjo-"; "rich"
"*sū-rā-"; "river name"
"*surdo-"; "ram"
"*surdo- / *sordo-"; "shining"
"*surdo-"; "shining"
"*sordo-"; "shining"
"*surdo-"; "shining"
"*sordo-"; "shining"
"*su-reido-"; "easy"
"*su-reti-"; "agile"
"*sutu-"; "milk"
"*sutu-; su-kā"; "birth"
"*sutu-"; "birth"
"su-kā"; "birth"
"*sutu-"; "birth"
"su-kā"; "birth"
"*su-tum-o/ā-"; "well-built"
"*su-viro-"; "noble"
"*su-wan-o-"; "easily pierced"
"*su-wel-o-"; "easily seen"
"*su-wen-o-"; "happy"
"*su-wid-"; "wise"
"*suφerno-"; "good"
"*su-φlāmo-"; "fast"
"*suφn-āko-"; "sleepy"
"*suφ-ne/o-"; "suck"
"*suφno-"; "sleep"
"*suφno-leb/mV-"; "nightmare"
"*su-φoino-"; "lying on the back"
"*sw(φ)oino-"; "backwards"
"*swoino-"; "backwards"
"*swφoino-"; "backwards"
"*swadu-"; "sweet"
"*swalnestu-"; "clear"
"*swannī"; "fleas"
"*swantā-"; "lust"
"*swant-āko-"; "desirous, eager"
"*sward-e/o-"; "laugh"
"*swar-e/o-"; "arrive, happen"
"*swar-e/o-"; "play"
"*swarr-"; "ulcer"
"*swatī"; "neither"
"*sweido-"; "swelling"
"*sweko-"; "sweet"
"*swekru-"; "mother-in-law, father-in-law"
"*swelā-"; "turn"
"*swem-(ī-)"; "move"
"*swem-"; "move"
"*swem-ī-"; "move"
"*swen-(n-)"; "make noise"
"*swen-"; "make noise"
"*swen-n-"; "make noise"
"*swend-"; "disappear"
"*swend-e/o-"; "drive"
"*swend-e/o-"; "hunt"
"*swengo-"; "slender"
"*swent-e/o-"; "be able"
"*swer-"; "sing"
"*swerb-e/o-"; "swirl"
"*swer-njo-"; "buzz"
"*swerwjā-"; "bitterness"
"*swerwo-"; "bitter"
"*swesor-"; "sister"
"*sweswe"; "as"
"*swexs"; "six"
"*swexseto-"; "sixth"
"*swīkʷ-ano-"; "whistle"
"*swīlā-"; "beetle"
"*swiljāje/o-"; "search"
"*swi-m-āje/o-"; "move"
"*swīs"; "pronoun (your)"
"*swit-e/o-"; "blow"
"*switso-"; "sweat"
"*swittā-"; "tube"
"*swoid-(e)je/o-"; "send away"
"*swoid-je/o-"; "send away"
"*swoid-eje/o-"; "send away"
"*swol-V-"; "sole"
"*swoφ-e/o-"; "sleep"
"*sφakto-"; "overcome"
"*sφāro-"; "insult"
"*sφelgā-"; "spleen"
"*sφen-"; "spin"
"*sφenjo-"; "teat"
"*sφera-, *sφrei-"; "spread"
"*sφera-"; "spread"
"*sφrei-"; "spread"
"*sφera-"; "spread"
"*sφrei-"; "spread"
"*sφeret-"; "ankle"
"*sφījono-"; "flower"
"*sφīr-je/o-"; "kick"
"*sφisk-"; "hurry"
"*sφleixs-ont-ī-"; "thigh"
"*sφlind-"; "split"
"*sφond-ā-"; "stick"
"*sφrāb-o-"; "passion"
"*sφrag-"; "speak"
"*sφrawā-"; "crow"
"*sφrawo-"; "flow"
"*sφraxto-"; "fast"
"*sφrebā-"; "stream"
"*sφrei-(j)e/o-"; "throw"
"*sφrei-e/o-"; "throw"
"*sφrei-je/o-"; "throw"
"*sφrogwillā-"; "whip"
"*sφrutso-/-u-"; "haste"
"*sφundā-"; "post"
"*sφuφnā-"; "breath"
"*tab(a)l-"; "throw"
"*tabl-"; "throw"
"*tabal-"; "throw"
"*tab-a-"; "taste"
"*tabāt-"; "tongue"
"*tagat-"; "thief"
"*taglo-"; "excrement"
"*tagnā-"; "sprinkling"
"*taisto-"; "dough"
"*tā-je/o-"; "thaw"
"*tak-"; "strangle"
"*tal-"; "take"
"*tal-aro-"; "headland"
"*tal-e/o-"; "pay"
"*talko-"; "grain"
"*talo-"; "forehead"
"*talxsmǐ-"; "noose"
"*talφn-e/o-"; "find room"
"*tamawo-"; "look"
"*tam-e/o-"; "die"
"*tamna-(j)e/o-"; "cut"
"*tamna-e/o-"; "cut"
"*tamna-je/o-"; "cut"
"*tanā-"; "time"
"*tanaro-"; "seething"
"*tanaw-injo-"; "flank"
"*tanawo-"; "thin"
"*tand(s)man-"; "bite"
"*tandman-"; "bite"
"*tandsman-"; "bite"
"*tank-(j)e/o-"; "join"
"*tank-e/o-"; "join"
"*tank-je/o-"; "join"
"*tank-o-"; "peace"
"*tanos"; "under"
"*tantā-"; "string"
"*tar(s)to-"; "thirst"
"*tarto-"; "thirst"
"*tarsto-"; "thirst"
"*tār-āko-"; "mite"
"*taratro-"; "awl"
"*tarb-e/o-"; "chase"
"*tard-o-"; "issue, flow"
"*taro-, *tarjo-"; "fast"
"*taro-"; "fast"
"*tarjo-"; "fast"
"*taro-"; "fast"
"*tarjo-"; "fast"
"*taros"; "preposition (across)"
"*tarr-āko-"; "pregnant"
"*tarrāko-"; "fearsome"
"*tarwo-"; "bull"
"*tarwo-satjā-"; "second swarm of bees to leave the hi"
"*tarxsā-"; "back, belly"
"*tāti-"; "thief"
"*tato- (*tata)"; "father"
"*tato- "; "father"
"*tato- *tata"; "father"
"*taus-elo-"; "quiet"
"*tauso-"; "(be) quiet"
"*tawālo-"; "dock plant (Rumex sp.)"
"*taxsi-"; "soft"
"*taφnos-"; "fire"
"*teg-e/o-"; "cover"
"*tegernāko-"; "lordly"
"*tegernjo-"; "lord"
"*teges-āko-"; "slave, labourer"
"*tegos-"; "house"
"*tego-slougo-"; "household"
"*tegu-"; "thick"
"*teillo-"; "deceit"
"*tek-e/o-"; "ask"
"*tek-e/o-"; "flee"
"*teki-"; "pleasant"
"*tekk-e/o-"; "flee"
"*tekʷ-sk-e/o-"; "flee"
"*tela-mon-"; "earth"
"*telinjo-"; "harp"
"*telno-"; "strap"
"*temelo-"; "darkness"
"*temeno-"; "dark"
"*temppu-"; "string"
"*tend-e/o-"; "cut"
"*ten-e/o-"; "stretch out"
"*teni-"; "tender, delicate"
"*tenk-to- / *tank-to-"; "congealed"
"*tenk-to-"; "congealed"
"*tank-to-"; "congealed"
"*tenk-to-"; "congealed"
"*tank-to-"; "congealed"
"*ten-we/o-"; "disappear"
"*ter(s)kʷo-"; "rare"
"*terkʷo-"; "rare"
"*terskʷo-"; "rare"
"*tetrVrjā-"; "crow"
"*Teut(j)o-rīk-"; "personal name"
"*Teuto-rīk-"; "personal name"
"*Teutjo-rīk-"; "personal name"
"*teutā- > *toutā-"; "people"
"*teutā-"; "people"
"*toutā-"; "people"
"*teutā-"; "people"
"*toutā-"; "people"
"*Teuto-walo-"; "personal name"
"*tew(j)o-"; "strength"
"*tewo-"; "strength"
"*tewjo-"; "strength"
"*text-(e)je/o-"; "obtain"
"*text-je/o-"; "obtain"
"*text-eje/o-"; "obtain"
"*teφent-"; "hot"
"*teφnet-, *taφnet-"; "fire"
"*teφnet-"; "fire"
"*taφnet-"; "fire"
"*teφnet-"; "fire"
"*taφnet-"; "fire"
"*teφsmo-"; "hot"
"*teφstu-"; "heat"
"*tigern-āko-"; "royal"
"*tigern-atsu-"; "kingdom"
"*tigerno-"; "ruler"
"*tīr(r)os-"; "land"
"*tīros-"; "land"
"*tīrros-"; "land"
"*tīr-jon-"; "lands"
"*tīrro-"; "land"
"*tisres"; "three"
"*tjeg-e/o-"; "throw"
"*tlakmo-"; "handful of wool"
"*tlā-ti-"; "soft"
"*tlaxto-"; "dress"
"*tli-na-"; "steal"
"*tluk-"; "speak"
"*tlu-tsu-"; "property, wealth"
"*to"; "yes"
"*to-"; "pronoun"
"*tog-eje/o-"; "cover"
"*togi-"; "pleasant"
"*togo-"; "cover"
"*toibos-"; "side"
"*tokʷi-(ko-)"; "natural"
"*tokʷi-"; "natural"
"*tokʷi-ko-"; "natural"
"*tol-(e)je/o-"; "sleep"
"*tol-je/o-"; "sleep"
"*tol-eje/o-"; "sleep"
"*tonakā-"; "cloak"
"*tonno-galo-"; "surge of waves"
"*tonno-garā-"; "surge of waves"
"*torano-"; "thunder"
"*toraw-"; "hit"
"*torjVnā-"; "wheat"
"*torko-"; "plait"
"*tor-s-āko-"; "pregnant"
"*torx-s-e/o-"; "break"
"*tougā-"; "axe"
"*toumā-"; "haunch"
"*tousto-"; "left"
"*towo"; "your"
"*tra(n)nk-"; "leave"
"*trank-"; "leave"
"*trannk-"; "leave"
"*trāg-je/o-"; "pull"
"*trag-jo- , *trāgjo-"; "ebb"
"*trag-jo-"; "ebb"
"*trāgjo-"; "ebb"
"*trag-jo- "; "ebb"
"*trāgjo-"; "ebb"
"*trajā-"; "matter"
"*trakk-e/o-"; "push"
"*trāno-"; "sprig of grass"
"*trans-min-(n-)d-e/o-"; "go past"
"*trans-min-d-e/o-"; "go past"
"*trans-min-n-d-e/o-"; "go past"
"*tranto-"; "troop"
"*traskl-"; "thrush"
"*trāto-"; "weak"
"*trātso-"; "strong"
"*trātt-"; "threshold"
"*traxtu-"; "shore"
"*treb-nā-"; "house"
"*trebo-"; "house"
"*trei, *tri"; "through"
"*trei"; "through"
"*tri"; "through"
"*trei"; "through"
"*tri"; "through"
"*treid-"; "bore"
"*trejo-djo-"; "three times"
"*trekki-"; "quick"
"*trento-"; "herd"
"*tresko-"; "emission"
"*tretso-"; "battle"
"*trex-samo-"; "strongest"
"*trexsamo-"; "strongest"
"*trexsno-"; "bold"
"*trexso-"; "stronger"
"*tri-"; "three-"
"*tri-"; "intensive particle"
"*trigjo-"; "music"
"*trijano-"; "a third"
"*trijaton-"; "sea"
"*trīko-"; "abode"
"*trī-kont-es"; "thirty"
"*trimo-"; "intensive particle"
"*trimo-dijo-"; "(on) the day after tomorrow"
"*trīns (Acc. pl.)"; "three"
"*trīns "; "three"
"*trīns Acc. pl."; "three"
"*tris(tos)"; "thrice"
"*tris"; "thrice"
"*tristos"; "thrice"
"*tristo-"; "third"
"*tritjo-"; "third"
"*tri-tuxslo-"; "pierced"
"*tro-e/o-"; "turn"
"*troget-"; "foot"
"*trog-o-"; "descendant"
"*tro-jato-"; "rotation"
"*trok(ʷ)alo-"; "sling"
"*trokalo-"; "sling"
"*trokʷalo-"; "sling"
"*trokk-"; "bathe"
"*troktā-"; "lye"
"*trosdǐ-, trosdejā-"; "starling"
"*trosdǐ-"; "starling"
"trosdejā-"; "starling"
"*trosdǐ-"; "starling"
"trosdejā-"; "starling"
"*troug-agno-"; "miserable, weak"
"*trougjā-"; "misery"
"*trougo-"; "miserable"
"*trougo-karjā-"; "mercifulness"
"*trougo-karo-"; "compassionate"
"*tru(d)smo-"; "heavy"
"*trusmo-"; "heavy"
"*trudsmo-"; "heavy"
"*trud-ske/o-"; "oppress"
"*truds-ko-"; "leprosy"
"*trugnā-"; "nose"
"*trukko-"; "wretched, evil"
"*truk-s-e/o-"; "cut"
"*trusto-"; "noise"
"*truzd-e/o-"; "fight"
"*trǎns"; "over"
"*tū"; "you"
"*tu"; "to"
"*tu"; "your (sg.)"
"*tū-(tu-)"; "defend"
"*tū-"; "defend"
"*tū-tu-"; "defend"
"*tu-(φro-)slī-je/o-"; "deserve"
"*tu-slī-je/o-"; "deserve"
"*tu-φro-slī-je/o-"; "deserve"
"*tu-(φro-)slī-je/o-"; "deserve"
"*tu-slī-je/o-"; "deserve"
"*tu-φro-slī-je/o-"; "deserve"
"*tu, *tu-"; "preposition (*to)"
"*tu"; "preposition (*to)"
"*tu-"; "preposition (*to)"
"*tu"; "preposition (*to)"
"*tu-"; "preposition (*to)"
"*tu-/dī-ande-mon-(ej)e/o-"; "send"
"*tu-/dī-ande-mon-e/o-"; "send"
"*tu-/dī-ande-mon-eje/o-"; "send"
"*tu-ad-kʷar-e/o-"; "prepare"
"*tu-ag-e/o-"; "come"
"*tu-ambi-"; "prefix"
"*tu-ambi-org-(t-)"; "restrict"
"*tu-ambi-org-"; "restrict"
"*tu-ambi-org-t-"; "restrict"
"*tu-ari-ambi-ret-e/o-"; "frequent"
"*tu-ari-bū-"; "finish"
"*tu-ari-kʷar-e/o-"; "prepare"
"*tu-ari-māro-"; "very large"
"*tu-ati-"; "prefix"
"*tu-ati- , *dī-ati  + -ande-so"; "reclaim"
"*tu-ati-"; "reclaim"
"*dī-ati  + -ande-so"; "reclaim"
"*tu-ati- "; "reclaim"
"*dī-ati  + -ande-so"; "reclaim"
"*tu-ati-ganī-"; "bright"
"*tu-ati-kʷrina-"; "buy back"
"*tu-ati-wid-(o-)"; "happy"
"*tu-ati-wid-"; "happy"
"*tu-ati-wid-o-"; "happy"
"*-tud-e/o-"; "fall"
"*tu-dī-mi-na-"; "attach"
"*tu-exs-sek-e/o-"; "cut, bite"
"*tu-gus-e/o-"; "choose"
"*tu-gustu-"; "choice"
"*tuknā-, *tūkno-"; "anus"
"*tuknā-"; "anus"
"*tūkno-"; "anus"
"*tuknā-"; "anus"
"*tūkno-"; "anus"
"*tu-kom-ber-e/o-"; "take"
"*tu-lexto-"; "lock"
"*tu-mat-"; "threaten"
"*tumb-e/o-"; "dunk"
"*tumbo-"; "hill"
"*tum-e/o-"; "swell, grow"
"*tu-mentV-"; "eager"
"*tum-o-"; "growth"
"*tundā-"; "wave"
"*tung-e/o-"; "swear"
"*tunketo-"; "luck"
"*tunnā-/*tonnā-"; "skin"
"*turb-"; "noise"
"*tu-ret-e/o-"; "come"
"*turi(t)-"; "tower"
"*turi-"; "tower"
"*turit-"; "tower"
"*turko-"; "boar (pig)"
"*turno-"; "height"
"*tu-soud-e/o-"; "appease"
"*tus-tV-"; "heap",
"*teus-t-"; "heap",
"*tu-swend-n-e/o-"; "pursue"
"*-tūti-"; "suffix (abstracts)"
"*tu-uφer-mog-eje/o-"; "increase"
"*tu-uφo-"; "prefix"
"*tu-wed-ī-"; "marry"
"*tu-westu-"; "leading"
"*tu-wistāko-"; "leader"
"*tuxslo-"; "hollow"
"*tu-φari-mi(x)-sk-o-"; "conflict"
"*tu-φari-mi-sk-o-"; "conflict"
"*tu-φari-mix-sk-o-"; "conflict"
"*tu-φro-da-"; "give"
"*tǎkslo-"; "axe"
"*tǎmbal-"; "insult"
"*u(φ)o-kel-e/o-"; "care for"
"*uo-kel-e/o-"; "care for"
"*uφo-kel-e/o-"; "care for"
"*ud-"; "out"
"*udeskio-"; "water"
"*udro-"; "grey"
"*ud-s-"; "prefix"
"*uk(k)"; "sigh"
"*uk"; "sigh"
"*ukk"; "sigh"
"*ukni-"; "leisure"
"*Ulkā-gno-"; "personal name"
"*uman"; "here"
"*ūrā- ? / *ugrā-"; "earth"
"*ūrā- ?"; "earth"
"*ugrā-"; "earth"
"*ūrā- ?"; "earth"
"*ugrā-"; "earth"
"*ūro-"; "green"
"*utso-"; "water"
"*uxs-(i)samo-"; "highest"
"*uxs-samo-"; "highest"
"*uxs-isamo-"; "highest"
"*uxsen-"; "ox"
"*uφer-, *uφor-"; "over"
"*uφer-"; "over"
"*uφor-"; "over"
"*uφer-"; "over"
"*uφor-"; "over"
"*uφer-dworestu- (,-ustu- )"; "door"
"*uφer-dworestu- "; "door"
"*uφer-dworestu- ,-ustu- "; "door"
"*Uφer-gustu-"; "personal name"
"*uφer-kʷenno-"; "end"
"*uφo(-)"; "under"
"*uφo"; "under"
"*uφo-"; "under"
"*uφo-ber-e/o-"; "carry"
"*uφo-dama-je/o-"; "suffer"
"*uφo-dāto-"; "sediment"
"*uφo-dī-"; "put down"
"*uφo-gaisu-"; "spear"
"*uφo-gnī-je/o-"; "serve"
"*uφo-gʷedjā-"; "request"
"*uφo-jes-"; "ferment"
"*uφo-klijā-"; "north"
"*uφo-lauto-"; "riches"
"*uφo-law-e/o-"; "wash over (cf. rain)"
"*uφo-log-eje/o-"; "hide"
"*uφo-mantjon-"; "perceiving"
"*uφo-men-āko-"; "hope, desire"
"*uφo-menāko-"; "desire"
"*uφo-nes-eje/o-"; "set (of sun)"
"*uφo-ouno-"; "clothes (gown)"
"*uφo-ret-e/o-"; "run"
"*uφor-ewo-"; "excellent"
"*uφor-mantī-"; "jealousy"
"*uφor-mestā-"; "oppression"
"*uφor-textan-"; "help"
"*uφo-skāto-/*-ā-"; "shade"
"*uφo-stato-"; "stable"
"*uφo-ster-n-a-"; "spread"
"*uφo-tronketu-"; "bath"
"*Vuro-, *airo-"; "cold"
"*Vuro-"; "cold"
"*airo-"; "cold"
"*Vuro-"; "cold"
"*airo-"; "cold"
"*w(o)-ank-ā-"; "greed"
"*w-ank-ā-"; "greed"
"*wo-ank-ā-"; "greed"
"*w(V)r-ī-"; "sew"
"*wr-ī-"; "sew"
"*wVr-ī-"; "sew"
"*wa(x)-ske/o-"; "press"
"*wa-ske/o-"; "press"
"*wax-ske/o-"; "press"
"*wagīnā-"; "sheath"
"*wāg-nā-"; "heath"
"*wagno-"; "slope, field"
"*wai"; "alas"
"*waidu-"; "cry"
"*waili-"; "lowly"
"*wailī-  (-kū )"; "wolf"
"*wailī-  "; "wolf"
"*wailī-  -kū "; "wolf"
"*wailot-"; "floor"
"*wail-ot-"; "bottom"
"*wait-āk-injā-"; "blood pudding"
"*waito-"; "blood"
"*wako-"; "empty"
"*walatro-"; "ruler"
"*wāleti-"; "glad"
"*wāletjā-"; "joy"
"*wali-"; "cover"
"*walik-"; "ring"
"*walli-"; "negligence"
"*wallo-"; "bad"
"*-walo-"; "powerful"
"*wālo-"; "wall"
"*wal-o-"; "leader"
"*wālo-"; "light"
"*walto-"; "hair (on head)"
"*wambā-"; "uterus"
"*wandā-"; "tear"
"*wan-ī-"; "slaughter"
"*wan-injo-"; "bee (*stinger)"
"*wankjo-"; "post"
"*wannV-sag-e/o-"; "grow weak"
"*wanso-"; "hair"
"*wāro-"; "hero"
"*warros-"; "pillar"
"*warto-"; "clothes"
"*wasanteino-"; "spring"
"*wāsri-"; "dawn"
"*wāsto-"; "empty"
"*wāti-"; "poet"
"*wāto-"; "poem"
"*waxt-isamo-"; "worst"
"*waxto-"; "bad"
"*waxto-ratā-"; "action, deed"
"*webru-"; "amber"
"*wed(il)o-"; "yoke"
"*wedo-"; "yoke"
"*wedilo-"; "yoke"
"*wed-e/o-"; "lead"
"*wedīlo-"; "leave"
"*weg-ā- , *weg-jā-"; "weaving"
"*weg-ā-"; "weaving"
"*weg-jā-"; "weaving"
"*weg-ā- "; "weaving"
"*weg-jā-"; "weaving"
"*weg-e/o-"; "say"
"*weg-je/o-"; "weave"
"*wegno-"; "wagon"
"*wegro-"; "grass"
"*wei(φ)lo-"; "chaste"
"*weilo-"; "chaste"
"*weiφlo-"; "chaste"
"*weid-"; "know"
"*weid-e/o-"; "tell"
"*weid-o-"; "knowledge"
"*weido-"; "face"
"*weido-"; "wild"
"*weido-gwalo-"; "bush"
"*weido-mokku-"; "wild pig"
"*weidon-"; "witness"
"*weiko-"; "debt"
"*weiko-"; "raven"
"*weil-er-jo-"; "calendar of religious festivals"
"*weili-"; "feast"
"*weil-ijā-"; "honesty"
"*weiman-"; "chain"
"*wein-e/o-"; "plunder"
"*weino-"; "hero"
"*weiro-"; "crooked"
"*weiso-"; "fluid, river"
"*weit-, *wit(-enn-)"; "thread"
"*weit-"; "thread"
"*wit(-enn-)"; "thread"
"*weit-"; "thread"
"*wit"; "thread"
"*wit-enn-"; "thread"
"*wejā-"; "twig"
"*wej-e/o-"; "fence in"
"*wekk-"; "bend"
"*wekkā-"; "spade"
"*wel-e/o-"; "see"
"*welet-"; "seer, poet"
"*wella-"; "press"
"*wellamo-"; "shears"
"*wellawno-"; "personal name"
"*wello-"; "better"
"*welo-, wello-"; "deceit"
"*welo-"; "deceit"
"wello-"; "deceit"
"*welo-"; "deceit"
"wello-"; "deceit"
"*weltV- (-i-)"; "grass"
"*weltV- "; "grass"
"*weltV- -i-"; "grass"
"*wel-we/o-"; "turn"
"*welwo-"; "greyish-white"
"*wenā-"; "love"
"*wendu-"; "hair on the head"
"*wenjā-"; "relationship"
"*wennālo-"; "swallow"
"*wer(t)amo-"; "highest"
"*weramo-"; "highest"
"*wertamo-"; "highest"
"*wera-"; "rain"
"*weran(o)-"; "land"
"*weran-"; "land"
"*werano-"; "land"
"*werbā-"; ""
"*werbā-"; "blister"
"*werd-e/o-"; "say"
"*wer-e/o-"; "find"
"*wergā-"; "anger"
"*werg-je/o-"; "work"
"*werg-o-"; "lively"
"*werito-"; "earth"
"*werito-rigā-"; "land"
"*werk-ā- , *kom-wark-"; "hemp"
"*werk-ā-"; "hemp"
"*kom-wark-"; "hemp"
"*werk-ā- "; "hemp"
"*kom-wark-"; "hemp"
"*werno- 2"; "mast"
"*werno-, *wernā-"; "alder"
